"No.","Time","Source","Destination","Length","Info","tcp_dstport","tcp_srcport","udp_dstport","udp_srcport","Protocol","sport","dport"
"7695","98.597205000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7696","98.609974000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7697","98.629588000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7698","98.650325000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7699","98.671020000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7700","98.688519000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7701","98.694164000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"7702","98.709659000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7703","98.730166000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7704","98.750787000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7705","98.765917000","128.119.247.197","173.194.207.127","64","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7706","98.768522000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7707","98.789588000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7708","98.794478000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"7709","98.809738000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7710","98.830513000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7711","98.851194000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7713","98.869165000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7714","98.889060000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7715","98.894935000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"7716","98.910253000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7717","98.930049000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7718","98.950097000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7720","98.970891000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7721","98.989517000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7722","98.994259000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"7723","99.009882000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7724","99.027451000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"7725","99.030451000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7726","99.048176000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"7727","99.049555000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7728","99.068810000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7729","99.090506000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7730","99.094382000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"7731","99.110766000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7732","99.131077000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7733","99.149233000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7734","99.169607000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7735","99.190169000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7736","99.194092000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"7737","99.210400000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7738","99.232176000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7739","99.249155000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7740","99.269588000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7741","99.290006000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7742","99.294126000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"7743","99.311247000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7744","99.330033000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7745","99.351145000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7746","99.368733000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7747","99.389668000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7748","99.394505000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"7749","99.408620000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7750","99.428705000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7751","99.448992000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7752","99.469416000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7753","99.473969000","128.119.247.197","173.194.207.127","64","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7754","99.489680000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7755","99.494147000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"7757","99.507623000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"7758","99.510691000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7759","99.528191000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"7760","99.530642000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7761","99.548957000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7762","99.570002000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7763","99.581060000","173.194.207.127","128.119.247.197","98","Binding Request user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","49949","19305","49949","19305","STUN","19305","49949"
"7764","99.581369000","128.119.247.197","173.194.207.127","110","Binding Success Response MAPPED-ADDRESS: 173.194.207.127:19305 user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","19305","49949","19305","49949","STUN","49949","19305"
"7765","99.591208000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7766","99.594632000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"7767","99.609700000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7768","99.629799000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7769","99.651421000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7772","99.669147000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7773","99.689051000","128.119.247.197","173.194.207.127","157","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"7774","99.694659000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
